	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.231	Coprococcus comes:657_658	0.771263155	0.088252484	-0.104639478	0.274745202	0.957522506	Coprococcus comes:657	470146.PRJNA20525	Genes_ ;MobA/MobL family protein
progression.232	Coprococcus comes:935_936;939_940	0.075764381	0.247613481	0.055536364	0.422017402	0.588176301	Coprococcus comes:935	470146.PRJNA20525	"Genes_ resolvase, N-terminal domain protein"
progression.233	Coprococcus comes:940_941;941_942	0.315472304	0.216442626	0.017762442	0.398679086	0.778627063	Coprococcus comes:940	470146.PRJNA20525	Genes_ CHC2 zinc finger domain protein;Virulence-associated protein E
progression.234	Coprococcus comes:2999_3001;3001_3002	0.137104755	0.032924216	-0.158066388	0.22154013	0.630681872	Coprococcus comes:2999	470146.PRJNA20525	Genes_ unannotated
progression.235	Coprococcus comes:3004_3006	0.171082627	-0.044223651	-0.226063334	0.140594327	0.681612533	Coprococcus comes:3004	470146.PRJNA20525	Genes_ unannotated
progression.236	Coprococcus comes:3020_3021	0.102317237	-0.107734268	-0.29603045	0.088622012	0.623086261	Coprococcus comes:3020	470146.PRJNA20525	Genes_ LPXTG-motif cell wall anchor domain protein
progression.237	Coprococcus comes:3009_3010;3010_3011	0.472452105	0.023572959	-0.17027477	0.215664166	0.873879945	Coprococcus comes:3009	470146.PRJNA20525	Genes_ antirestriction protein ArdA;VanZ-like protein;replication initiation factor
progression.238	Coprococcus comes:3008_3009	0.335759574	0.146308202	-0.051440031	0.333016358	0.778627063	Coprococcus comes:3008	470146.PRJNA20525	Genes_ ;antirestriction protein ArdA
progression.239	Coprococcus comes:2996_2998	0.535362436	0.046171829	-0.142841079	0.231935466	0.914204543	Coprococcus comes:2996	470146.PRJNA20525	"Genes_ site-specific recombinase, phage integrase family;excisionase from transposon Tn916;"
progression.240	Coprococcus comes:2998_2999	0.224173093	-0.010714981	-0.191680401	0.170955051	0.744932141	Coprococcus comes:2998	470146.PRJNA20525	Genes_ ;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein
progression.241	Coprococcus comes:2301_2302	0.59050132	0.150594194	-0.041578086	0.332021762	0.927678461	Coprococcus comes:2301	470146.PRJNA20525	Genes_ Virulence-associated protein E
progression.242	Coprococcus comes:2304_2305	0.386753734	0.15371128	-0.037711058	0.334252133	0.810421341	Coprococcus comes:2304	470146.PRJNA20525	Genes_ MobA/MobL family protein;
progression.243	Coprococcus comes:2305_2307	0.667883934	0.154100916	-0.039196651	0.336281151	0.942357033	Coprococcus comes:2305	470146.PRJNA20525	Genes_ ;response regulator receiver domain protein
progression.244	Coprococcus comes:1315_1319;1319_1323	0.897328627	0.061757257	-0.128932965	0.248043088	0.975050005	Coprococcus comes:1315	470146.PRJNA20525	"Genes_ resolvase, N-terminal domain protein;IstB-like ATP-binding protein;replication initiator protein A domain protein;relaxase/mobilization nuclease domain protein;sigma-70, region 4;methyltransferase domain protein"
progression.245	Coprococcus comes:1314_1315	0.606203629	0.01266316	-0.179976961	0.20436783	0.929512232	Coprococcus comes:1314	470146.PRJNA20525	"Genes_ ;resolvase, N-terminal domain protein"
progression.246	Coprococcus comes:1323_1326	0.354203011	0.08591467	-0.104871834	0.27060161	0.780000247	Coprococcus comes:1323	470146.PRJNA20525	Genes_ methyltransferase domain protein;putative translation elongation factor G;
progression.247	Coprococcus comes:2930_2931;2931_2932	0.40215656	0.050457822	-0.139231314	0.236575095	0.810421341	Coprococcus comes:2930	470146.PRJNA20525	"Genes_ putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;putative potassium/sodium efflux P-type ATPase, fungal-type"
progression.248	Coprococcus comes:2932_2934;2934_2937	0.324392988	0.096045198	-0.098776134	0.283775625	0.778627063	Coprococcus comes:2932	470146.PRJNA20525	"Genes_ putative potassium/sodium efflux P-type ATPase, fungal-type;EDD domain protein, DegV family"
progression.249	Coprococcus comes:924_925;925_926	0.383983255	-0.06604325	-0.249271895	0.121750292	0.810421341	Coprococcus comes:924	470146.PRJNA20525	Genes_ TraG/TraD family protein
progression.250	Coprococcus comes:922_923	0.035565435	-0.025521138	-0.205551475	0.156179968	0.588176301	Coprococcus comes:922	470146.PRJNA20525	Genes_ ;TraG/TraD family protein
progression.251	Coprococcus comes:928_929;929_930	0.403253131	-0.011494253	-0.200305591	0.178140301	0.810421341	Coprococcus comes:928	470146.PRJNA20525	"Genes_ peptidase, M23 family"
progression.252	Coprococcus comes:933_934;944_946	0.243307112	-0.022793688	-0.205280054	0.161224333	0.746141809	Coprococcus comes:933	470146.PRJNA20525	Genes_ putative DNA topoisomerase;putative phage head-tail adaptor
progression.253	Coprococcus comes:934_935	0.651834994	0.130333139	-0.05843079	0.310098951	0.942357033	Coprococcus comes:934	470146.PRJNA20525	"Genes_ putative DNA topoisomerase;;resolvase, N-terminal domain protein"
progression.254	Coprococcus comes:953_955	0.670634014	0.000194818	-0.18723768	0.187613629	0.942357033	Coprococcus comes:953	470146.PRJNA20525	Genes_ ;N-6 DNA Methylase
progression.255	Coprococcus comes:955_957	0.774769983	-0.033313852	-0.221936878	0.15771257	0.957522506	Coprococcus comes:955	470146.PRJNA20525	Genes_ N-6 DNA Methylase
progression.256	Coprococcus comes:949_950;950_951	0.692854157	-0.017338788	-0.205298228	0.171854178	0.942357033	Coprococcus comes:949	470146.PRJNA20525	Genes_ putative phage head-tail adaptor;LPXTG-motif cell wall anchor domain protein
progression.257	Coprococcus comes:946_948;948_949;952_953	0.331845653	-0.041106565	-0.225631313	0.146265494	0.778627063	Coprococcus comes:946	470146.PRJNA20525	Genes_ putative phage head-tail adaptor
progression.258	Coprococcus comes:951_952	0.833291799	-0.037210208	-0.222968305	0.151155503	0.964337218	Coprococcus comes:951	470146.PRJNA20525	Genes_ unannotated
progression.259	Coprococcus comes:958_959	0.852452554	0.111630625	-0.077016773	0.292561482	0.964337218	Coprococcus comes:958	470146.PRJNA20525	Genes_ helicase C-terminal domain protein
progression.260	Coprococcus comes:930_931	0.656439729	0.095655562	-0.088435384	0.273427795	0.942357033	Coprococcus comes:930	470146.PRJNA20525	"Genes_ peptidase, M23 family"
progression.261	Coprococcus comes:846_848;848_849;850_851;851_852;852_853;853_854	0.794697318	0.137346581	-0.055813973	0.320596945	0.964337218	Coprococcus comes:846	470146.PRJNA20525	Genes_ antirestriction protein ArdA;NlpC/P60 family protein
progression.262	Coprococcus comes:849_850	0.980311551	0.038768751	-0.150924301	0.2257081	0.993617373	Coprococcus comes:849	470146.PRJNA20525	Genes_ unannotated
progression.263	Coprococcus comes:307_308;308_310;310_311	0.494560136	0.030976037	-0.160819199	0.220516964	0.882534036	Coprococcus comes:307	470146.PRJNA20525	"Genes_ site-specific recombinase, phage integrase family"
progression.264	Coprococcus comes:298_300;300_302	0.884569924	0.054743815	-0.134876869	0.240496473	0.968814678	Coprococcus comes:298	470146.PRJNA20525	Genes_ translation elongation factor Tu;DNA-binding helix-turn-helix protein
progression.265	Coprococcus comes:304_305;305_306	0.801929268	0.099162283	-0.094234188	0.285346684	0.964337218	Coprococcus comes:304	470146.PRJNA20525	Genes_ DNA-binding helix-turn-helix protein
progression.266	Coprococcus comes:303_304	0.775995324	0.009156439	-0.17358147	0.191284812	0.957522506	Coprococcus comes:303	470146.PRJNA20525	Genes_ unannotated
progression.267	Coprococcus comes:313_314	0.555289367	0.103837912	-0.087750004	0.28801777	0.927678461	Coprococcus comes:313	470146.PRJNA20525	Genes_ unannotated
progression.268	Coprococcus comes:2784_2786;2786_2788;2788_2790	0.525830043	-0.026690045	-0.224044183	0.172766825	0.907232329	Coprococcus comes:2784	470146.PRJNA20525	"Genes_ resolvase, N-terminal domain protein"
progression.269	Coprococcus comes:2772_2774;2774_2776;2776_2778;2778_2780;2780_2782;2782_2784	0.417895043	-0.086304305	-0.275394566	0.109215333	0.816078055	Coprococcus comes:2772	470146.PRJNA20525	"Genes_ bacterial mobilization protein MobC;relaxase/mobilization nuclease domain protein;transcriptional regulator, AraC family;conserved hypothetical protein TIGR02185;cobalt transport protein;ABC transporter, ATP-binding protein;transcriptional regulator, TetR family"
progression.270	Coprococcus comes:2767_2768;2768_2770;2770_2772	0.708293773	-0.080070134	-0.268570481	0.114336535	0.944033003	Coprococcus comes:2767	470146.PRJNA20525	"Genes_ phage/plasmid primase, P4 family domain protein;DNA-binding helix-turn-helix protein"
progression.271	Coprococcus comes:1283_1285;1285_1287;1287_1289;1289_1291;1291_1293;1293_1295;1295_1299;1299_1301;1301_1303;1303_1305;1305_1307;1307_1311;1311_1313;1313_1314;1326_1329;1329_1332;1332_1335;1335_1337;1337_1339;1339_1341;1341_1343;1343_1345;1345_1347;1351_1353;1353_1355;1355_1357;1359_1361;1361_1363;1363_1365;1366_1367;1367_1369;1369_1371;1371_1373;1373_1375;1375_1377	0.092776319	-0.022793688	-0.212936541	0.169012629	0.609672953	Coprococcus comes:1283	470146.PRJNA20525	"Genes_ transcriptional regulator, MerR family;TraG/TraD family protein;efflux ABC transporter, permease protein;ABC transporter, ATP-binding protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;response regulator receiver domain protein;DNA-binding helix-turn-helix protein;transglycosylase SLT domain protein;LPXTG-motif cell wall anchor domain protein;Sigma-70 region 2;Virulence-associated protein D (VapD) conserved region;histidine kinase A domain protein;single-strand binding family protein;von Willebrand factor type A domain protein;transcriptional regulator, AbrB family;transcriptional regulatory protein, C-terminal domain protein;serine-type D-Ala-D-Ala carboxypeptidase;NAD-dependent DNA ligase OB-fold domain protein;toxin-antitoxin system, antitoxin component, HicB family;MATE efflux family protein;sigma-70, region 4;sortase, SrtB family;putative phage head-tail adaptor;putative helicase, RecD/TraA family;YqaJ viral recombinase family protein;site-specific recombinase, phage integrase family"
progression.272	Coprococcus comes:1475_1477;1477_1482;1482_1483;1485_1487;1487_1489;1489_1491;2104_2108	0.227861296	0.066432885	-0.126000012	0.254047632	0.744932141	Coprococcus comes:1475	470146.PRJNA20525	"Genes_ site-specific recombinase, phage integrase family;DNA-binding helix-turn-helix protein;resolvase, N-terminal domain protein"
progression.273	Coprococcus comes:2822_2823;2823_2824	0.56698432	0.150204559	-0.043465444	0.332994336	0.927678461	Coprococcus comes:2822	470146.PRJNA20525	"Genes_ site-specific recombinase, phage integrase family;transcriptional regulator, MarR family;radical SAM domain protein"
progression.274	Coprococcus comes:2916_2917	0.865360259	0.061367621	-0.129217543	0.247580518	0.964337218	Coprococcus comes:2916	470146.PRJNA20525	"Genes_ lantibiotic protection ABC transporter permease subunit, MutG family;response regulator receiver domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein"
progression.275	Coprococcus comes:2917_2918	0.317742244	0.119423339	-0.070787936	0.301254273	0.778627063	Coprococcus comes:2917	470146.PRJNA20525	Genes_ ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein
progression.276	Coprococcus comes:2914_2915	0.474349094	0.056691993	-0.132462749	0.241862555	0.873879945	Coprococcus comes:2914	470146.PRJNA20525	"Genes_ ;lantibiotic protection ABC transporter, ATP-binding subunit;lantibiotic protection ABC transporter permease subunit, MutE/EpiE family"
progression.277	Coprococcus comes:1255_1256;1256_1257;2319_2320;2320_2321;2321_2322	0.27625078	0.15916618	-0.031467499	0.338626276	0.772678641	Coprococcus comes:1255	470146.PRJNA20525	"Genes_ transcriptional regulator, HxlR family;RecF/RecN/SMC N-terminal domain protein;ABC transporter, ATP-binding protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;response regulator receiver domain protein;23S rRNA (uracil-5-)-methyltransferase RumA"
progression.278	Coprococcus comes:2558_2559;2559_2560;2560_2561	0.732093303	0.062146893	-0.127519099	0.247428075	0.944033003	Coprococcus comes:2558	470146.PRJNA20525	"Genes_ kinase, PfkB family;glycoside/pentoside/hexuronide transporter;glyoxalase family protein;putative chlorophyll synthesis pathway protein BchC"
progression.279	Coprococcus comes:972_973;2925_2926;2926_2928;2928_2929	0.344705428	0.025131502	-0.16189205	0.210412247	0.778627063	Coprococcus comes:972	470146.PRJNA20525	Genes_ phospholipase D domain protein;response regulator receiver domain protein;histidine kinase A domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein
progression.280	Coprococcus comes:2318_2319	0.248960147	0.109292811	-0.081460974	0.292322714	0.754135928	Coprococcus comes:2318	470146.PRJNA20525	"Genes_ efflux ABC transporter, permease protein;;ABC transporter, ATP-binding protein"
progression.281	Coprococcus comes:964_965	0.672392995	0.114747711	-0.067858467	0.289915151	0.942357033	Coprococcus comes:964	470146.PRJNA20525	Genes_ phospholipase D domain protein
progression.282	Coprococcus comes:67_68	0.838774012	-0.023962595	-0.214240946	0.168067912	0.964337218	Coprococcus comes:67	470146.PRJNA20525	Genes_ ;transposase
progression.283	Coprococcus comes:2312_2314	0.664484268	-0.069939606	-0.261147615	0.126549538	0.942357033	Coprococcus comes:2312	470146.PRJNA20525	"Genes_ efflux ABC transporter, permease protein;site-specific recombinase, resolvase family;"
progression.284	Coprococcus comes:2939_2940;2940_2942	0.110806699	-0.096434833	-0.274465154	0.08798737	0.623086261	Coprococcus comes:2939	470146.PRJNA20525	Genes_ ATP-dependent metallopeptidase HflB
progression.285	Coprococcus comes:966_967;2937_2938	0.189005785	-0.058250536	-0.243518129	0.131118286	0.692463672	Coprococcus comes:966	470146.PRJNA20525	"Genes_ linear amide C-N hydrolase, choloylglycine hydrolase family protein"
progression.286	Coprococcus comes:915_916	0.633285482	-0.038768751	-0.225636774	0.150850859	0.942357033	Coprococcus comes:915	470146.PRJNA20525	Genes_ Enolase domain protein;CobQ/CobB/MinD/ParA nucleotide binding domain protein
progression.287	Coprococcus comes:968_970	0.605279224	0.01811806	-0.171181427	0.206127476	0.929512232	Coprococcus comes:968	470146.PRJNA20525	Genes_ ;citrate (Si)-synthase
progression.288	Coprococcus comes:962_964	0.251378643	0.020845509	-0.165039039	0.205299967	0.754135928	Coprococcus comes:962	470146.PRJNA20525	Genes_ ;RelA/SpoT domain protein;phospholipase D domain protein
progression.289	Coprococcus comes:2815_2817	0.060865714	0.108903176	-0.079313123	0.289622039	0.588176301	Coprococcus comes:2815	470146.PRJNA20525	"Genes_ ;transposase, Mutator family"
progression.290	Coprococcus comes:1274_1275	0.022185213	0.247223846	0.055101293	0.421693784	0.588176301	Coprococcus comes:1274	470146.PRJNA20525	Genes_ DNA-binding helix-turn-helix protein;
progression.291	Coprococcus comes:2424_2426	0.459896814	0.051626729	-0.140617532	0.240119433	0.865987609	Coprococcus comes:2424	470146.PRJNA20525	Genes_ IstB-like ATP-binding protein;integrase core domain protein;
progression.292	Coprococcus comes:2751_2752	0.050836859	-0.200077927	-0.376563797	-0.00957755	0.588176301	Coprococcus comes:2751	470146.PRJNA20525	Genes_ unannotated
progression.293	Coprococcus comes:970_972	0.561179347	0.042665108	-0.15239686	0.23452776	0.927678461	Coprococcus comes:970	470146.PRJNA20525	Genes_ ;phospholipase D domain protein
progression.294	Coprococcus comes:101_102	0.154580322	-0.064484707	-0.250583116	0.12620967	0.653022992	Coprococcus comes:101	470146.PRJNA20525	Genes_ unannotated
progression.295	Coprococcus comes:1483_1484	0.737565963	0.025910773	-0.165180758	0.215127299	0.944033003	Coprococcus comes:1483	470146.PRJNA20525	Genes_ unannotated
progression.296	Coprococcus comes:2108_2109	0.025787528	0.186440678	-0.003122318	0.363069171	0.588176301	Coprococcus comes:2108	470146.PRJNA20525	Genes_ ;transposase
progression.297	Anaerobutyricum hallii:2788_2789	0.128762676	-0.060371517	-0.233408263	0.116371424	0.630681872	Anaerobutyricum hallii:2788	411469.PRJNA18177	Genes_ unannotated
progression.298	Anaerobutyricum hallii:2789_2790	0.111736066	-0.038390093	-0.215685776	0.141356049	0.623086261	Anaerobutyricum hallii:2789	411469.PRJNA18177	"Genes_ ;peptidase, M23 family"
progression.299	Anaerobutyricum hallii:2085_2087	0.061259626	0.185758514	0.00655245	0.353404143	0.588176301	Anaerobutyricum hallii:2085	411469.PRJNA18177	Genes_ MobA/MobL family protein;
progression.300	Anaerobutyricum hallii:2087_2088	0.026654081	0.219814241	0.040480436	0.385428085	0.588176301	Anaerobutyricum hallii:2087	411469.PRJNA18177	Genes_ unannotated
progression.301	Anaerobutyricum hallii:2088_2093	0.003521347	0.20495356	0.027575147	0.3698192	0.588176301	Anaerobutyricum hallii:2088	411469.PRJNA18177	"Genes_ ;response regulator receiver domain protein;VanZ-like protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;ABC transporter, ATP-binding protein"
progression.302	Anaerobutyricum hallii:2081_2085	0.406963472	0.115170279	-0.065884516	0.288883123	0.813926944	Anaerobutyricum hallii:2081	411469.PRJNA18177	"Genes_ ;site-specific recombinase, phage integrase family;DNA-binding helix-turn-helix protein;DNA binding domain, excisionase family;MobA/MobL family protein"
progression.303	Anaerobutyricum hallii:1113_1115	0.809655308	0.025386997	-0.157357817	0.206450694	0.964337218	Anaerobutyricum hallii:1113	411469.PRJNA18177	Genes_ ;IstB-like ATP-binding protein;replication initiator protein A domain protein
progression.304	Anaerobutyricum hallii:1125_1126	0.506162389	0.129411765	-0.039759396	0.291370691	0.892525271	Anaerobutyricum hallii:1125	411469.PRJNA18177	"Genes_ resolvase, N-terminal domain protein"
progression.305	Anaerobutyricum hallii:1115_1125	0.883192757	-0.00123839	-0.181599803	0.179203629	0.968814678	Anaerobutyricum hallii:1115	411469.PRJNA18177	"Genes_ ;response regulator receiver domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;ABC transporter, ATP-binding protein;tetratricopeptide repeat protein;resolvase, N-terminal domain protein"
progression.306	Anaerobutyricum hallii:36_37	0.508654902	-0.047678019	-0.229305419	0.137157899	0.892525271	Anaerobutyricum hallii:36	411469.PRJNA18177	Genes_ ;integrase core domain protein
progression.307	Anaerobutyricum hallii:135_136	0.33975383	0.049845201	-0.131314982	0.227783821	0.778627063	Anaerobutyricum hallii:135	411469.PRJNA18177	Genes_ unannotated
progression.308	Anaerobutyricum hallii:1632_1633;1633_1634	0.487139173	0.058513932	-0.123003376	0.236242848	0.876850512	Anaerobutyricum hallii:1632	411469.PRJNA18177	Genes_ unannotated
progression.309	Anaerobutyricum hallii:698_700	0.265698186	-0.108049536	-0.279933264	0.070546304	0.755609921	Anaerobutyricum hallii:698	411469.PRJNA18177	Genes_ unannotated
progression.310	Anaerobutyricum hallii:1622_1624	0.492931027	0.032817337	-0.148752764	0.21224682	0.882534036	Anaerobutyricum hallii:1622	411469.PRJNA18177	"Genes_ ;bacterial transferase hexapeptide repeat protein;oxidoreductase, aldo/keto reductase family protein;linear amide C-N hydrolase, choloylglycine hydrolase family protein"
progression.311	Anaerobutyricum hallii:133_134;134_135;616_617;1624_1632;1890_1891;1891_1892;2521_2522	0.559562843	0.095975232	-0.084509719	0.270362514	0.927678461	Anaerobutyricum hallii:133	411469.PRJNA18177	"Genes_ 23S ribosomal RNA;thiamine biosynthesis protein ThiC;16S ribosomal RNA;linear amide C-N hydrolase, choloylglycine hydrolase family protein;RelA/SpoT domain protein;phospholipase D domain protein;response regulator receiver domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;ABC transporter, ATP-binding protein;efflux ABC transporter, permease protein;pyridine nucleotide-disulfide oxidoreductase;cyclic nucleotide-binding domain protein"
progression.312	Anaerobutyricum hallii:1580_1581	0.848077539	-0.008049536	-0.188762893	0.173191143	0.964337218	Anaerobutyricum hallii:1580	411469.PRJNA18177	Genes_ Beta galactosidase small chain
progression.313	Anaerobutyricum hallii:1137_1138	0.808557248	0.135294118	-0.042924218	0.305167758	0.964337218	Anaerobutyricum hallii:1137	411469.PRJNA18177	Genes_ Abi-like protein
progression.314	Anaerobutyricum hallii:1619_1620	0.414392941	-0.025077399	-0.200272909	0.151672168	0.816078055	Anaerobutyricum hallii:1619	411469.PRJNA18177	Genes_ ;bacterial transferase hexapeptide repeat protein;flavin reductase
progression.315	Anaerobutyricum hallii:702_705	0.288222273	0.079566563	-0.102413991	0.256393731	0.778627063	Anaerobutyricum hallii:702	411469.PRJNA18177	Genes_ ;replication initiator protein A domain protein;ParB-like protein;CobQ/CobB/MinD/ParA nucleotide binding domain protein
progression.316	Anaerobutyricum hallii:2813_2814;2814_2816	0.041256392	-0.055727554	-0.22908367	0.121054891	0.588176301	Anaerobutyricum hallii:2813	411469.PRJNA18177	Genes_ reverse transcriptase (RNA-dependent DNA polymerase)
progression.317	Anaerobutyricum hallii:2816_2822	0.06285315	-0.06130031	-0.233562909	0.114693205	0.588176301	Anaerobutyricum hallii:2816	411469.PRJNA18177	Genes_ ;DNA-binding helix-turn-helix protein;LytTr DNA-binding domain protein;thioesterase domain protein
progression.318	Anaerobutyricum hallii:2822_2828	0.083802453	-0.06749226	-0.237416832	0.106440087	0.588176301	Anaerobutyricum hallii:2822	411469.PRJNA18177	"Genes_ thioesterase domain protein;4'-phosphopantetheinyl transferase family protein;putative (2,3-dihydroxybenzoyl)adenylate synthase;AMP-binding enzyme"
progression.319	Anaerobutyricum hallii:2828_2836	0.041457189	-0.100619195	-0.270991785	0.075866172	0.588176301	Anaerobutyricum hallii:2828	411469.PRJNA18177	Genes_ AMP-binding enzyme;thiazolinyl imide reductase;
progression.320	Anaerobutyricum hallii:2845_2847	0.056453548	-0.008978328	-0.185836717	0.16844356	0.588176301	Anaerobutyricum hallii:2845	411469.PRJNA18177	"Genes_ ABC transporter, ATP-binding protein;relaxase/mobilization nuclease domain protein"
progression.321	Anaerobutyricum hallii:2836_2845	0.115430452	-0.059442724	-0.236911209	0.121864623	0.623086261	Anaerobutyricum hallii:2836	411469.PRJNA18177	"Genes_ transcriptional regulator, AraC family;ABC transporter, permease protein;ABC transporter, ATP-binding protein;putative nickel ABC transporter, periplasmic nickel-binding protein"
progression.322	Anaerobutyricum hallii:2805_2806;2806_2807	0.046004856	-0.045201238	-0.217946787	0.13029051	0.588176301	Anaerobutyricum hallii:2805	411469.PRJNA18177	Genes_ N-6 DNA Methylase
progression.323	Anaerobutyricum hallii:2808_2809	0.045015445	-0.086377709	-0.25987967	0.092526944	0.588176301	Anaerobutyricum hallii:2808	411469.PRJNA18177	Genes_ N-6 DNA Methylase
progression.324	Anaerobutyricum hallii:2798_2799	0.021564567	-0.076780186	-0.249734149	0.100921317	0.588176301	Anaerobutyricum hallii:2798	411469.PRJNA18177	Genes_ putative phage head-tail adaptor
progression.325	Anaerobutyricum hallii:2801_2805	0.040187449	-0.059752322	-0.237387859	0.121750002	0.588176301	Anaerobutyricum hallii:2801	411469.PRJNA18177	Genes_ putative phage head-tail adaptor;;N-6 DNA Methylase
progression.326	Anaerobutyricum hallii:2799_2800	0.032416523	-0.02755418	-0.205503547	0.152158883	0.588176301	Anaerobutyricum hallii:2799	411469.PRJNA18177	Genes_ putative phage head-tail adaptor
progression.327	Anaerobutyricum hallii:2781_2782;2783_2784	0.120403142	-0.056965944	-0.230764702	0.120355424	0.623086261	Anaerobutyricum hallii:2781	411469.PRJNA18177	Genes_ replication initiator protein A domain protein;IstB-like ATP-binding protein;TraG/TraD family protein
progression.328	Anaerobutyricum hallii:2786_2787	0.265376501	-0.093188854	-0.271199067	0.090985256	0.755609921	Anaerobutyricum hallii:2786	411469.PRJNA18177	Genes_ unannotated
progression.329	Anaerobutyricum hallii:2848_2856	0.165551721	-0.029411765	-0.209656821	0.152766537	0.678598145	Anaerobutyricum hallii:2848	411469.PRJNA18177	"Genes_ ;DNA-binding helix-turn-helix protein;peptidase S24-like protein;putative DNA polymerase IV;LexA DNA binding domain protein;sigma-70, region 4"
progression.330	Anaerobutyricum hallii:2778_2780	0.265167332	-0.118575851	-0.296856006	0.067691908	0.755609921	Anaerobutyricum hallii:2778	411469.PRJNA18177	Genes_ ParB-like protein;;single-strand binding family protein;replication initiator protein A domain protein
progression.331	Anaerobutyricum hallii:2782_2783	0.077610076	-0.128173375	-0.306101445	0.05840701	0.588176301	Anaerobutyricum hallii:2782	411469.PRJNA18177	Genes_ IstB-like ATP-binding protein;;TraG/TraD family protein
progression.332	Anaerobutyricum hallii:2777_2778	0.341084219	-0.058823529	-0.237311369	0.123506269	0.778627063	Anaerobutyricum hallii:2777	411469.PRJNA18177	Genes_ CobQ/CobB/MinD/ParA nucleotide binding domain protein;ParB-like protein
progression.333	Anaerobutyricum hallii:2847_2848	0.205941157	-0.03498452	-0.21220912	0.14446806	0.694184522	Anaerobutyricum hallii:2847	411469.PRJNA18177	Genes_ relaxase/mobilization nuclease domain protein;bacterial mobilization protein MobC;
progression.334	Anaerobutyricum hallii:2776_2777;2856_2862	0.130242887	-0.032817337	-0.20797709	0.14438179	0.630681872	Anaerobutyricum hallii:2776	411469.PRJNA18177	"Genes_ CobQ/CobB/MinD/ParA nucleotide binding domain protein;toxin-antitoxin system, toxin component, MazF family;resolvase, N-terminal domain protein;site-specific recombinase, phage integrase family"
progression.335	Anaerobutyricum hallii:2794_2795	0.510054497	0.005572755	-0.172442577	0.183235581	0.892525271	Anaerobutyricum hallii:2794	411469.PRJNA18177	Genes_ DNA topoisomerase
progression.336	Anaerobutyricum hallii:2797_2798	0.673369497	-0.006501548	-0.186725738	0.174146003	0.942357033	Anaerobutyricum hallii:2797	411469.PRJNA18177	Genes_ putative phage head-tail adaptor
progression.337	Anaerobutyricum hallii:2780_2781	0.264539732	-0.103405573	-0.280494081	0.080490724	0.755609921	Anaerobutyricum hallii:2780	411469.PRJNA18177	Genes_ replication initiator protein A domain protein
progression.338	Ruminococcus sp. SR1/5:284_285;285_287	0.117955552	0.363970588	0.174106915	0.527742915	0.623086261	Ruminococcus sp. SR1/5:284	657323.PRJNA39149	"Genes_ ABC-type multidrug transport system, ATPase and permease components"
progression.339	Ruminococcus sp. SR1/5:338_342	0.710617653	0.197794118	0.012906707	0.369603855	0.944033003	Ruminococcus sp. SR1/5:338	657323.PRJNA39149	"Genes_ AraC-type DNA-binding domain-containing proteins;conserved hypothetical integral membrane protein TIGR02185;ABC-type cobalt transport system, permease component CbiQ and related transporters;ATPase components of various ABC-type transport systems, contain duplicated ATPase;ABC-type multidrug transport system, ATPase and permease components"
progression.340	Ruminococcus sp. SR1/5:342_346	0.629636015	0.298529412	0.122559579	0.456301248	0.942357033	Ruminococcus sp. SR1/5:342	657323.PRJNA39149	"Genes_ ABC-type multidrug transport system, ATPase and permease components;Mn-dependent transcriptional regulator;Predicted transcriptional regulators"
progression.341	Ruminococcus sp. SR1/5:244_247;247_252;252_253	0.694000988	0.25	0.066761645	0.416925232	0.942357033	Ruminococcus sp. SR1/5:244	657323.PRJNA39149	"Genes_ transcriptional regulator, AraC family;conserved hypothetical integral membrane protein TIGR02185;Cobalt transport protein.;ABC-type multidrug transport system, ATPase and permease components"
progression.342	Ruminococcus sp. SR1/5:290_292;292_293	0.969081313	0.038235294	-0.147471604	0.22133812	0.988332321	Ruminococcus sp. SR1/5:290	657323.PRJNA39149	"Genes_ Helix-turn-helix.;Sporulation initiation factor Spo0A C terminal.;RNA polymerase sigma factor, sigma-70 family"
progression.343	Ruminococcus sp. SR1/5:293_298	0.926107421	0.030514706	-0.15607228	0.214998957	0.978082838	Ruminococcus sp. SR1/5:293	657323.PRJNA39149	"Genes_ ;Site-specific recombinases, DNA invertase Pin homologs"
progression.344	Ruminococcus sp. SR1/5:276_278;278_279	0.742067611	0.021323529	-0.168070308	0.209199188	0.944033003	Ruminococcus sp. SR1/5:276	657323.PRJNA39149	Genes_ Topoisomerase IA
