	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.828	Anaerobutyricum hallii:731_732	0.497167289	-0.061919505	-0.214899215	0.094025941	0.926061657	Anaerobutyricum hallii:731	411469.PRJNA18177	Genes_ unannotated
progression.903	Ruminococcus sp. SR1/5:394_397	0.493679285	0.010477941	-0.142059067	0.162528858	0.926061657	Ruminococcus sp. SR1/5:394	657323.PRJNA39149	Genes_ ;Capsular polysaccharide biosynthesis protein;capsular exopolysaccharide family;Bacterial Ig-like domain (group 2).
progression.947	Ruminococcus sp. SR1/5:2480_2481	0.49651743	0.061580882	-0.084143581	0.204726435	0.926061657	Ruminococcus sp. SR1/5:2480	657323.PRJNA39149	Genes_ unannotated
progression.991	Anaerostipes hadrus:145_148	0.488460331	-0.063305322	-0.217736319	0.094218061	0.926061657	Anaerostipes hadrus:145	245018.PRJNA45957	"Genes_ PTS system, fructose subfamily, IIC component;ABC-type multidrug transport system, ATPase component;"
progression.1133	Bifidobacterium adolescentis:1440_1441	0.484623773	0.083333333	-0.082683683	0.244850012	0.926061657	Bifidobacterium adolescentis:1440	1680.PRJNA240293	Genes_ ATP-dependent helicase
progression.183	Faecalibacterium prausnitzii:717_720	0.499914079	0	-0.163775094	0.163775094	0.926240805	Faecalibacterium prausnitzii:717	748224.PRJNA46809	Genes_ unannotated
progression.796	Coprococcus comes:3018_3019	0.501605456	-0.062536528	-0.218589485	0.096635346	0.927889966	Coprococcus comes:3018	470146.PRJNA20525	Genes_ ;LPXTG-motif cell wall anchor domain protein
progression.753	Coprococcus comes:1277_1278	0.503300453	0.038963569	-0.12366455	0.199553416	0.929540549	Coprococcus comes:1277	470146.PRJNA20525	Genes_ ;reverse transcriptase (RNA-dependent DNA polymerase)
progression.350	Bacteroides uniformis:3219_3221;3221_3223;3228_3230;3231_3233;3235_3237;3237_3243;3243_3251;3259_3261;3261_3276;3276_3285;3286_3288;3288_3290	0.505814643	-0.057354926	-0.221708567	0.110167435	0.929735486	Bacteroides uniformis:3219	411479.PRJNA18195	"Genes_ transposase, IS4 family;DnaJ domain protein;conjugative transposon TraN protein;conjugative transposon TraM protein;conjugative transposon TraK protein;conjugative transposon TraJ protein;conjugation system ATPase, TraG family;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;helicase associated domain protein;UDP-N-acetylglucosamine 2-epimerase;glycosyltransferase, WecB/TagA/CpsF family;hexapeptide transferase family protein;bacterial transferase hexapeptide repeat protein;glycosyltransferase, group 1 family protein;NAD dependent epimerase/dehydratase family protein;polysaccharide biosynthesis protein;nucleotide sugar dehydrogenase;chain length determinant protein;polysaccharide biosynthesis/export protein;glycosyltransferase, group 4 family;site-specific recombinase, phage integrase family;DNA topoisomerase"
progression.651	Blautia wexlerae:3684_3687;3687_3689;3689_3690	0.504685608	0.067247821	-0.062111016	0.194384657	0.929735486	Blautia wexlerae:3684	1121115.PRJNA195783	Genes_ NA
progression.917	Ruminococcus sp. SR1/5:802_803	0.505665177	-0.053676471	-0.199997786	0.094986799	0.929735486	Ruminococcus sp. SR1/5:802	657323.PRJNA39149	Genes_ unannotated
progression.245	Faecalibacterium prausnitzii:2170_2171	0.51101629	-0.049542683	-0.192339423	0.095308611	0.932139186	Faecalibacterium prausnitzii:2170	748224.PRJNA46809	Genes_ unannotated
progression.438	Blautia obeum:1827_1829;1829_1831	0.511289103	-0.041758242	-0.203501907	0.122204139	0.932139186	Blautia obeum:1827	411459.PRJNA18147	"Genes_ C-5 cytosine-specific DNA methylase;excinuclease ABC, B subunit"
progression.546	Blautia wexlerae:962_963;2316_2318	0.509675552	0.078040681	-0.043610094	0.197411032	0.932139186	Blautia wexlerae:962	1121115.PRJNA195783	Genes_ NA
progression.690	Blautia wexlerae:4399_4401	0.509864199	-0.02974955	-0.15990183	0.101419395	0.932139186	Blautia wexlerae:4399	1121115.PRJNA195783	Genes_ NA
progression.766	Coprococcus comes:1658_1667;1667_1673;1673_1682;2664_2668;2668_2670	0.511952092	0.062536528	-0.096635346	0.218589485	0.932139186	Coprococcus comes:1658	470146.PRJNA20525	"Genes_ ricin-type beta-trefoil lectin domain protein;N-acetylmuramoyl-L-alanine amidase;polysaccharide biosynthesis protein;glycosyltransferase, group 2 family protein;ABC-2 type transporter;ABC transporter, ATP-binding protein;glycosyltransferase, family 8;LICD family protein;oxidoreductase, NAD-binding domain protein;cytidyltransferase-related domain protein;putative histidinol-phosphate transaminase"
progression.881	Anaerobutyricum hallii:3025_3026	0.508980106	0.051393189	-0.104212264	0.204542664	0.932139186	Anaerobutyricum hallii:3025	411469.PRJNA18177	Genes_ pyruvate synthase;divergent AAA domain protein
progression.9	[Eubacterium] rectale:253_258	0.521560742	0.04040404	-0.115811822	0.19466935	0.933961711	[Eubacterium] rectale:253	657318.PRJNA39159	Genes_ unannotated
progression.142	[Eubacterium] rectale:3252_3254	0.515424013	-0.077020202	-0.221417733	0.070682289	0.933961711	[Eubacterium] rectale:3252	657318.PRJNA39159	Genes_ unannotated
progression.433	Blautia obeum:1531_1533	0.51565295	0.104395604	-0.062555884	0.265663669	0.933961711	Blautia obeum:1531	411459.PRJNA18147	Genes_ glycosyl hydrolase family 3 N-terminal domain protein
progression.561	Blautia wexlerae:1169_1170	0.513829401	-0.01037775	-0.157813078	0.137510177	0.933961711	Blautia wexlerae:1169	1121115.PRJNA195783	Genes_ NA
progression.714	Coprococcus comes:134_135	0.522062583	0.059029807	-0.107010693	0.221867099	0.933961711	Coprococcus comes:134	470146.PRJNA20525	Genes_ ;heptaprenyl diphosphate synthase component I;LPXTG-motif cell wall anchor domain protein
progression.723	Coprococcus comes:465_468	0.517963759	-0.051237093	-0.205255704	0.10525797	0.933961711	Coprococcus comes:465	470146.PRJNA20525	"Genes_ transporter, major facilitator family protein;"
progression.816	Anaerobutyricum hallii:353_354	0.518437169	0.01130031	-0.139840353	0.161926387	0.933961711	Anaerobutyricum hallii:353	411469.PRJNA18177	Genes_ unannotated
progression.943	Ruminococcus sp. SR1/5:2296_2299	0.516815374	0.049080882	-0.11409247	0.209675715	0.933961711	Ruminococcus sp. SR1/5:2296	657323.PRJNA39149	Genes_ unannotated
progression.1027	Anaerostipes hadrus:631_632	0.522286649	0.027824463	-0.124473091	0.17884113	0.933961711	Anaerostipes hadrus:631	245018.PRJNA45957	Genes_ unannotated
progression.1054	Anaerostipes hadrus:1286_1288;1288_1289	0.519182402	-0.0356676	-0.190592081	0.120990402	0.933961711	Anaerostipes hadrus:1286	245018.PRJNA45957	"Genes_ putative efflux protein, MATE family;Sigma-70, region 4.;Growth inhibitor"
progression.1100	Anaerostipes hadrus:2889_2891;2891_2894;2896_2898;2898_2903;2903_2907	0.522631424	0.015499533	-0.141330515	0.171570646	0.933961711	Anaerostipes hadrus:2889	245018.PRJNA45957	"Genes_ ATPases involved in chromosome partitioning;ABC-type multidrug transport system, ATPase and permease components;Methylase involved in ubiquinone/menaquinone biosynthesis;O-Methyltransferase involved in polyketide biosynthesis;Site-specific recombinases, DNA invertase Pin homologs;Transposase DDE domain.;AhpC/TSA family.;ABC-type antimicrobial peptide transport system, ATPase component"
progression.1101	Anaerostipes hadrus:2908_2909	0.521974322	-0.060877684	-0.222100825	0.103585849	0.933961711	Anaerostipes hadrus:2908	245018.PRJNA45957	Genes_ unannotated
progression.1121	Bifidobacterium adolescentis:554_557;557_560;560_562;562_564;564_567;567_571;571_573;573_575;575_576	0.523823575	-0.078703704	-0.234442163	0.080973543	0.934649768	Bifidobacterium adolescentis:554	1680.PRJNA240293	"Genes_ XylR-type repressor;alpha-galactosidase;LacI-type transcriptional regulator;binding-protein-dependent transport systems inner membrane component;sortase family protein;putative surface-anchored fimbrial subunit;fimbrial subunit FimA;putative CBM domain containing protein;Transporter, MFS superfamily"
progression.469	Blautia obeum:2864_2865	0.529484728	0.062637363	-0.107036245	0.228765864	0.941967746	Blautia obeum:2864	411459.PRJNA18147	Genes_ TfoX N-terminal domain protein;
progression.954	Ruminococcus sp. SR1/5:2538_2539	0.529551816	0.079227941	-0.060438825	0.215851979	0.941967746	Ruminococcus sp. SR1/5:2538	657323.PRJNA39149	Genes_ tyrosine lyase ThiH
progression.549	Blautia wexlerae:1011_1016	0.530712834	0.02850422	-0.123419492	0.179122378	0.942585064	Blautia wexlerae:1011	1121115.PRJNA195783	Genes_ NA
progression.201	Faecalibacterium prausnitzii:1129_1131	0.535526209	-0.017530488	-0.081478436	0.046561203	0.94389551	Faecalibacterium prausnitzii:1129	748224.PRJNA46809	Genes_ phosphoglucosamine mutase;
progression.475	Blautia obeum:3050_3051	0.533545966	0.048351648	-0.121278939	0.21523824	0.94389551	Blautia obeum:3050	411459.PRJNA18147	"Genes_ ;site-specific recombinase, phage integrase family;DNA binding domain of tn916 integrase"
progression.841	Anaerobutyricum hallii:1478_1479	0.533634358	-0.051857585	-0.199042074	0.097614792	0.94389551	Anaerobutyricum hallii:1478	411469.PRJNA18177	Genes_ SH3 domain protein
progression.1069	Anaerostipes hadrus:1774_1777	0.534818817	-0.039028945	-0.195332492	0.119208155	0.94389551	Anaerostipes hadrus:1774	245018.PRJNA45957	"Genes_ Permeases of the drug/metabolite transporter (DMT) superfamily;;Bacterial regulatory protein, arsR family."
progression.1120	Bifidobacterium adolescentis:502_515	0.534926451	-0.023148148	-0.196781177	0.151892713	0.94389551	Bifidobacterium adolescentis:502	1680.PRJNA240293	Genes_ nucleoside-diphosphate-sugar epimerase;membrane spanning protein;;glycosyltransferase I;spore coat protein H;VTC domain protein;putative diguanylate cyclase (GGDEF) domain protein
progression.50	[Eubacterium] rectale:791_792	0.546363265	-0.001262626	-0.155788663	0.153323733	0.94519713	[Eubacterium] rectale:791	657318.PRJNA39159	Genes_ unannotated
progression.78	[Eubacterium] rectale:1599_1601	0.54433818	-0.044191919	-0.171824491	0.084899741	0.94519713	[Eubacterium] rectale:1599	657318.PRJNA39159	Genes_ unannotated
progression.151	Faecalibacterium prausnitzii:363_365	0.539163654	-0.041539634	-0.202929476	0.122047398	0.94519713	Faecalibacterium prausnitzii:363	748224.PRJNA46809	Genes_ ;ornithine carbamoyltransferase
progression.281	Bacteroides uniformis:395_396;414_415	0.545744658	-0.052631579	-0.208702688	0.106053739	0.94519713	Bacteroides uniformis:395	411479.PRJNA18195	"Genes_ relaxase/mobilization nuclease domain protein;site-specific recombinase, phage integrase family"
progression.338	Bacteroides uniformis:2771_2773	0.546402962	0.034412955	-0.092633837	0.160357172	0.94519713	Bacteroides uniformis:2771	411479.PRJNA18195	Genes_ type I restriction enzyme HsdR protein N-terminal domain protein;
progression.372	Blautia obeum:1_6;6_10;10_11;297_299;303_305;305_307;307_310;310_312;335_336;366_368;475_477;477_479;479_482;555_557;557_559;566_568;599_601;732_734;2127_2130;2352_2353;2363_2367;2382_2385;2514_2516;3142_3144;3144_3154;3156_3157	0.537470942	0.052747253	-0.101667666	0.204680288	0.94519713	Blautia obeum:1	411459.PRJNA18147	"Genes_ transposase-like protein;ABC transporter, ATP-binding protein;cobalt transport protein;cobalamin biosynthesis protein CbiM;ABC transporter, substrate-binding protein, family 5;ABC transporter, permease protein;transcriptional regulator, LysR family;methyltransferase domain protein;putative xanthine dehydrogenase accessory factor;phosphoglycerate mutase family protein;aldehyde dehydrogenase (FAD-independent);cysteine-rich domain protein;transcriptional regulator, AraC family;transcriptional regulator, ArsR family;4Fe-4S binding domain protein;nitroreductase family protein;nucleotide sugar dehydrogenase;glutamine-fructose-6-phosphate transaminase (isomerizing);Sua5/YciO/YrdC/YwlC family protein;branched-chain amino acid ABC transporter, permease protein;sugar-binding domain protein;HAMP domain protein;L-fucose isomerase, C-terminal domain protein;putative L-ribulose-5-phosphate 4-epimerase;formate C-acetyltransferase;shikimate dehydrogenase;Cof-like hydrolase;S-adenosyl-methyltransferase MraW;transcriptional regulator, LacI family;rubredoxin;anthranilate synthase component I;glutamine amidotransferase, class I;anthranilate phosphoribosyltransferase;indole-3-glycerol phosphate synthase;N-(5'phosphoribosyl)anthranilate isomerase;Sigma-70 region 2;putative ATP synthase F1, epsilon subunit;putative 1-deoxy-D-xylulose-5-phosphate synthase;flavin reductase;transcriptional regulator, TetR family;divergent AAA domain protein;conserved domain protein;transporter, auxin efflux carrier (AEC) family protein;hydrolase, NUDIX family;ImpB/MucB/SamB family protein;MATE efflux family protein"
progression.571	Blautia wexlerae:1623_1624	0.545061831	0.04220285	-0.110035496	0.192506383	0.94519713	Blautia wexlerae:1623	1121115.PRJNA195783	Genes_ NA
progression.603	Blautia wexlerae:2623_2624	0.545640862	0.04234122	-0.097003423	0.180057883	0.94519713	Blautia wexlerae:2623	1121115.PRJNA195783	Genes_ NA
progression.716	Coprococcus comes:165_167;167_169	0.546875714	0.061562439	-0.085519602	0.206018506	0.94519713	Coprococcus comes:165	470146.PRJNA20525	"Genes_ response regulator receiver domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;ABC transporter, ATP-binding protein;efflux ABC transporter, permease protein"
progression.763	Coprococcus comes:1578_1579	0.541365713	-0.102474187	-0.257078633	0.057244813	0.94519713	Coprococcus comes:1578	470146.PRJNA20525	Genes_ D-ala D-ala ligase N-terminal domain protein;;CTP synthase
progression.775	Coprococcus comes:2213_2214	0.546054772	-0.049873368	-0.211899444	0.114821065	0.94519713	Coprococcus comes:2213	470146.PRJNA20525	Genes_ carbon starvation protein CstA
progression.877	Anaerobutyricum hallii:2828_2836;2845_2847	0.545804783	0.007739938	-0.138171523	0.153322554	0.94519713	Anaerobutyricum hallii:2828	411469.PRJNA18177	"Genes_ AMP-binding enzyme;thiazolinyl imide reductase;ABC transporter, ATP-binding protein;relaxase/mobilization nuclease domain protein"
progression.1158	Bifidobacterium adolescentis:2057_2058	0.539431548	0.074074074	-0.101178387	0.244867699	0.94519713	Bifidobacterium adolescentis:2057	1680.PRJNA240293	Genes_ Major Facilitator Superfamily protein;TetR-type transcriptional regulator
progression.242	Faecalibacterium prausnitzii:2093_2094	0.548275443	0.045731707	-0.112135483	0.201347245	0.946204117	Faecalibacterium prausnitzii:2093	748224.PRJNA46809	Genes_ type I restriction modification DNA specificity domain protein;N-6 DNA Methylase
progression.10	[Eubacterium] rectale:261_263;263_265;265_267	0.564292927	-0.063131313	-0.182585582	0.05815966	0.948897814	[Eubacterium] rectale:261	657318.PRJNA39159	Genes_ DNA adenine methylase (dam);DNA modification methylase;Restriction endonuclease;DpnII restriction endonuclease.;AIPR protein.
progression.118	[Eubacterium] rectale:2475_2476	0.576213497	0.080808081	-0.068624532	0.226694278	0.948897814	[Eubacterium] rectale:2475	657318.PRJNA39159	Genes_ unannotated
progression.140	[Eubacterium] rectale:3164_3166;3166_3168	0.569662779	-0.011363636	-0.161853198	0.139642466	0.948897814	[Eubacterium] rectale:3164	657318.PRJNA39159	Genes_ Protein of unknown function (DUF2726).
progression.277	Bacteroides uniformis:217_218;3044_3052;3060_3061	0.552093282	-0.037786775	-0.207105819	0.133730146	0.948897814	Bacteroides uniformis:217	411479.PRJNA18195	"Genes_ NAD dependent epimerase/dehydratase family protein;glycosyltransferase, group 2 family protein;glycosyltransferase, group 1 family protein;LICD family protein;polysaccharide biosynthesis protein;oxidoreductase, NAD-binding domain protein"
progression.374	Blautia obeum:136_137	0.56989637	-0.001098901	-0.167825645	0.16568896	0.948897814	Blautia obeum:136	411459.PRJNA18147	Genes_ unannotated
progression.384	Blautia obeum:444_445	0.557053298	0.071428571	-0.093138879	0.232197032	0.948897814	Blautia obeum:444	411459.PRJNA18147	Genes_ unannotated
progression.465	Blautia obeum:2785_2786	0.561237654	0.052747253	-0.105516305	0.208404713	0.948897814	Blautia obeum:2785	411459.PRJNA18147	"Genes_ type I site-specific deoxyribonuclease, HsdR family;restriction endonuclease"
progression.502	Blautia wexlerae:79_80	0.569021923	0.070153591	-0.064311219	0.202116426	0.948897814	Blautia wexlerae:79	1121115.PRJNA195783	Genes_ NA
progression.540	Blautia wexlerae:812_815	0.571535911	0.02186246	-0.118916075	0.161779321	0.948897814	Blautia wexlerae:812	1121115.PRJNA195783	Genes_ NA
progression.541	Blautia wexlerae:816_819	0.560756456	-0.03929708	-0.189629218	0.112835317	0.948897814	Blautia wexlerae:816	1121115.PRJNA195783	Genes_ NA
progression.568	Blautia wexlerae:1431_1433	0.5612171	-0.04663069	-0.190110619	0.0987995	0.948897814	Blautia wexlerae:1431	1121115.PRJNA195783	Genes_ NA
progression.576	Blautia wexlerae:1728_1730;1730_1733	0.560667942	-0.03805175	-0.167782997	0.092974999	0.948897814	Blautia wexlerae:1728	1121115.PRJNA195783	Genes_ NA
progression.608	Blautia wexlerae:2672_2673	0.552351297	-0.085512661	-0.233522057	0.066369708	0.948897814	Blautia wexlerae:2672	1121115.PRJNA195783	Genes_ NA
progression.621	Blautia wexlerae:2918_2919	0.577696856	0.061021171	-0.088418648	0.207774501	0.948897814	Blautia wexlerae:2918	1121115.PRJNA195783	Genes_ NA
progression.660	Blautia wexlerae:3777_3778	0.562386313	-0.04663069	-0.190110619	0.0987995	0.948897814	Blautia wexlerae:3777	1121115.PRJNA195783	Genes_ NA
progression.705	Blautia wexlerae:4507_4508	0.568753324	-0.01688114	-0.165191627	0.132175933	0.948897814	Blautia wexlerae:4507	1121115.PRJNA195783	Genes_ NA
progression.720	Coprococcus comes:363_364	0.559568581	-0.10851354	-0.260786785	0.049028085	0.948897814	Coprococcus comes:363	470146.PRJNA20525	Genes_ ;replication initiator protein A domain protein
progression.743	Coprococcus comes:919_920	0.572021903	0.082018313	-0.08468854	0.244258493	0.948897814	Coprococcus comes:919	470146.PRJNA20525	Genes_ ;replication initiator protein A domain protein
progression.771	Coprococcus comes:1789_1790	0.554439486	-0.020261056	-0.185186099	0.145774074	0.948897814	Coprococcus comes:1789	470146.PRJNA20525	Genes_ bacterial transferase hexapeptide repeat protein;
progression.792	Coprococcus comes:2991_2993	0.570685301	-0.057276447	-0.213246164	0.101540152	0.948897814	Coprococcus comes:2991	470146.PRJNA20525	Genes_ unannotated
progression.793	Coprococcus comes:3002_3003	0.57740575	-0.080849406	-0.239759213	0.082279669	0.948897814	Coprococcus comes:3002	470146.PRJNA20525	Genes_ ;NlpC/P60 family protein
progression.805	Coprococcus comes:3150_3151	0.553147207	0.032924216	-0.130861207	0.194960182	0.948897814	Coprococcus comes:3150	470146.PRJNA20525	Genes_ SCP-like protein
progression.858	Anaerobutyricum hallii:2132_2133	0.563828317	0.025851393	-0.116462831	0.167125422	0.948897814	Anaerobutyricum hallii:2132	411469.PRJNA18177	"Genes_ ;putative phosphoglucosamine mutase;phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I;peptide chain release factor 3"
progression.871	Anaerobutyricum hallii:2805_2807;2807_2808	0.5588498	0.070123839	-0.078737871	0.21592651	0.948897814	Anaerobutyricum hallii:2805	411469.PRJNA18177	Genes_ N-6 DNA Methylase
progression.950	Ruminococcus sp. SR1/5:2488_2490	0.577146686	-0.004595588	-0.128385742	0.119335575	0.948897814	Ruminococcus sp. SR1/5:2488	657323.PRJNA39149	Genes_ fibro-slime domain;Cna protein B-type domain./Gram positive anchor.
progression.1062	Anaerostipes hadrus:1429_1430	0.575662813	0.023902894	-0.13302247	0.179659117	0.948897814	Anaerostipes hadrus:1429	245018.PRJNA45957	"Genes_ Arsenate reductase and related proteins, glutaredoxin family;"
progression.1075	Anaerostipes hadrus:2002_2008;2008_2011	0.570100366	0.011391223	-0.146636527	0.168852	0.948897814	Anaerostipes hadrus:2002	245018.PRJNA45957	"Genes_ Phosphoglycerate dehydrogenase and related dehydrogenases;transcriptional antiterminator, BglG family;Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type);PTS system, Lactose/Cellobiose specific IIB subunit.;Phosphotransferase system, galactitol-specific IIC component;Glycerol dehydrogenase and related enzymes;L-ribulose 5-phosphate 4-epimerase;Predicted sugar phosphatases of the HAD superfamily"
progression.1084	Anaerostipes hadrus:2355_2365;2377_2381	0.575605012	-0.014379085	-0.176437933	0.148438735	0.948897814	Anaerostipes hadrus:2355	245018.PRJNA45957	Genes_ Glycosyltransferases involved in cell wall biogenesis;Glycosyl transferase family 2.;Mannosyltransferase OCH1 and related enzymes;Membrane protein involved in the export of O-antigen and teichoic acid;UDP-galactopyranose mutase;Predicted sugar nucleotidyltransferases;Site-specific recombinase XerD;Uncharacterized phage-associated protein
progression.1112	Anaerostipes hadrus:3061_3065	0.565766055	-0.000373483	-0.157681127	0.156952648	0.948897814	Anaerostipes hadrus:3061	245018.PRJNA45957	"Genes_ Alcohol dehydrogenase, class IV;Protein of unknown function (DUF1703)./Predicted AAA-ATPase."
progression.1115	Bifidobacterium adolescentis:97_114	0.554914301	-0.041666667	-0.214065293	0.133249269	0.948897814	Bifidobacterium adolescentis:97	1680.PRJNA240293	"Genes_ sialic acid-specific 9-O-acetylesterase;electron transport complex, RnfABCDGE type, D subunit;beta-glucosidase;carbohydrate ABC transporter substrate-binding protein, CUT1 family;sugar ABC transporter permease;binding-protein-dependent transport systems inner membrane component;glycosyl hydrolase family 2, sugar binding domain protein;regulatory protein, LacI;integral membrane protein;;endo- 1,4-beta-mannanase;N-acylglucosamine 2-epimerase"
progression.1119	Bifidobacterium adolescentis:357_361	0.556304503	-0.060185185	-0.224295245	0.107244299	0.948897814	Bifidobacterium adolescentis:357	1680.PRJNA240293	Genes_ LemA-like protein;
progression.1127	Bifidobacterium adolescentis:913_915	0.57113203	0.074074074	-0.102925667	0.246526779	0.948897814	Bifidobacterium adolescentis:913	1680.PRJNA240293	Genes_ ;3-phosphoshikimate 1-carboxyvinyltransferase;GMP synthase
progression.1132	Bifidobacterium adolescentis:1263_1269;1269_1275	0.567242793	0.018518519	-0.142577232	0.178658465	0.948897814	Bifidobacterium adolescentis:1263	1680.PRJNA240293	"Genes_ Putative alpha/beta hydrolase family;type I restriction-modification system R subunit;type I restriction-modification enzyme, S subunit;type I restriction modification system M subunit;NERD domain-containing protein;SNF2 family DNA/RNA helicase"
progression.1156	Bifidobacterium adolescentis:2042_2045	0.575639535	-0.111111111	-0.279854195	0.064291519	0.948897814	Bifidobacterium adolescentis:2042	1680.PRJNA240293	Genes_ alpha amylase;alpha-amylase
progression.708	Coprococcus comes:22_24;24_27	0.579280061	0.040132476	-0.11582109	0.19415494	0.950150582	Coprococcus comes:22	470146.PRJNA20525	Genes_ DNA-directed DNA polymerase;tRNA-Leu
progression.248	Faecalibacterium prausnitzii:2347_2349	0.581487985	0.046493902	-0.112251491	0.202925152	0.951077806	Faecalibacterium prausnitzii:2347	748224.PRJNA46809	Genes_ ;glyoxalase family protein
progression.960	Ruminococcus sp. SR1/5:2631_2633	0.581485595	0.028492647	-0.117999886	0.173771419	0.951077806	Ruminococcus sp. SR1/5:2631	657323.PRJNA39149	"Genes_ DNA binding domain, excisionase family;"
progression.274	Bacteroides uniformis:152_157	0.58639863	0.080296896	-0.089351006	0.245417006	0.953235575	Bacteroides uniformis:152	411479.PRJNA18195	Genes_ TonB-dependent receptor;;DNA/RNA non-specific endonuclease
progression.386	Blautia obeum:446_447	0.585923203	0.06043956	-0.105473935	0.22307928	0.953235575	Blautia obeum:446	411459.PRJNA18147	Genes_ NlpC/P60 family protein;
progression.525	Blautia wexlerae:512_513	0.584434908	-0.0069185	-0.155671086	0.142140908	0.953235575	Blautia wexlerae:512	1121115.PRJNA195783	Genes_ NA
progression.647	Blautia wexlerae:3490_3491	0.588146615	-0.052995711	-0.202823179	0.099256396	0.953235575	Blautia wexlerae:3490	1121115.PRJNA195783	Genes_ NA
progression.653	Blautia wexlerae:3704_3713	0.588569461	0.01466722	-0.128745786	0.157479295	0.953235575	Blautia wexlerae:3704	1121115.PRJNA195783	Genes_ NA
progression.827	Anaerobutyricum hallii:714_716;716_717	0.587284474	-0.019504644	-0.158360213	0.120107443	0.953235575	Anaerobutyricum hallii:714	411469.PRJNA18177	Genes_ MobA/MobL family protein
progression.1043	Anaerostipes hadrus:1165_1166;1698_1699;2715_2716	0.585880816	-0.039589169	-0.19089347	0.113552655	0.953235575	Anaerostipes hadrus:1165	245018.PRJNA45957	Genes_ unannotated
progression.349	Bacteroides uniformis:3074_3075	0.590218216	0.012820513	-0.148452246	0.173429014	0.953349337	Bacteroides uniformis:3074	411479.PRJNA18195	Genes_ unannotated
progression.1111	Anaerostipes hadrus:3054_3055	0.590286248	0.063865546	-0.097562186	0.222018905	0.953349337	Anaerostipes hadrus:3054	245018.PRJNA45957	Genes_ Protein of unknown function (DUF1703)./Predicted AAA-ATPase.
progression.54	[Eubacterium] rectale:859_861	0.593703927	-0.061868687	-0.211327304	0.090417066	0.95491758	[Eubacterium] rectale:859	657318.PRJNA39159	Genes_ Glycosyltransferases involved in cell wall biogenesis;Glycosyltransferase;Fucose 4-O-acetylase and related acetyltransferases
progression.125	[Eubacterium] rectale:2716_2718;2721_2723;2723_2725;2725_2727	0.593731138	0.022727273	-0.114938203	0.159536221	0.95491758	[Eubacterium] rectale:2716	657318.PRJNA39159	Genes_ Domain of unknown function (DUF1975).
progression.684	Blautia wexlerae:4358_4359	0.593166064	0.066002491	-0.086615296	0.215593386	0.95491758	Blautia wexlerae:4358	1121115.PRJNA195783	Genes_ NA
progression.934	Ruminococcus sp. SR1/5:1588_1598;1598_1599	0.594621149	0.037316176	-0.125737796	0.198407084	0.955022594	Ruminococcus sp. SR1/5:1588	657323.PRJNA39149	"Genes_ HD domain./DEAD/DEAH box helicase.;Helicase conserved C-terminal domain.;CRISPR-associated protein, Csd5d family;CRISPR-associated protein (Cas_Csd1).;Uncharacterized protein predicted to be involved in DNA repair;CRISPR-associated protein, Csd2 family;Domain of unknown function DUF83.;CRISPR-associated protein, Cas1 family"
progression.795	Coprococcus comes:3014_3015	0.596036817	-0.023378141	-0.182380098	0.1368154	0.955970407	Coprococcus comes:3014	470146.PRJNA20525	Genes_ ;DNA-binding helix-turn-helix protein
progression.14	[Eubacterium] rectale:271_273	0.59735093	-0.032828283	-0.174076047	0.109743092	0.956752942	[Eubacterium] rectale:271	657318.PRJNA39159	"Genes_ Fructose-2,6-bisphosphatase;Uncharacterized conserved protein (DUF2075)./Protein of unknown function (DUF2726)./Viral (Superfamily 1) RNA helicase."
progression.223	Faecalibacterium prausnitzii:1412_1413	0.598901354	0.048018293	-0.103613579	0.197468806	0.957911281	Faecalibacterium prausnitzii:1412	748224.PRJNA46809	Genes_ ;Tat pathway signal sequence domain protein
progression.669	Blautia wexlerae:3973_3975;3975_3976	0.601372706	0.04995157	-0.082924149	0.181082216	0.96053737	Blautia wexlerae:3973	1121115.PRJNA195783	Genes_ NA
progression.397	Blautia obeum:909_910	0.602415659	0.026373626	-0.119865221	0.171492293	0.960877869	Blautia obeum:909	411459.PRJNA18147	Genes_ K+-dependent Na+/Ca+ exchanger family protein;nitroreductase family protein
progression.876	Anaerobutyricum hallii:2816_2822;2822_2826;2826_2828	0.60524118	-0.083281734	-0.234058778	0.071407296	0.963148813	Anaerobutyricum hallii:2816	411469.PRJNA18177	"Genes_ DNA-binding helix-turn-helix protein;LytTr DNA-binding domain protein;thioesterase domain protein;4'-phosphopantetheinyl transferase family protein;putative (2,3-dihydroxybenzoyl)adenylate synthase;AMP-binding enzyme"
progression.1109	Anaerostipes hadrus:2989_2990	0.605502881	-0.094864613	-0.243230943	0.057839281	0.963148813	Anaerostipes hadrus:2989	245018.PRJNA45957	"Genes_ putative efflux protein, MATE family"
progression.406	Blautia obeum:1198_1201	0.607204607	-0.078021978	-0.243789713	0.092175221	0.9632095	Blautia obeum:1198	411459.PRJNA18147	Genes_ ;glutamine-fructose-6-phosphate transaminase (isomerizing)
